sk_tiempo,fecha,anio,trimestre,mes,semana,dia_semana,es_festivo
865,2022-07-04,2022,3,7,27,Monday,False
866,2022-07-11,2022,3,7,28,Monday,False
867,2022-07-18,2022,3,7,29,Monday,False
868,2022-07-25,2022,3,7,30,Monday,False
869,2022-08-01,2022,3,8,31,Monday,False
870,2022-08-08,2022,3,8,32,Monday,False
871,2022-08-15,2022,3,8,33,Monday,False
872,2022-08-22,2022,3,8,34,Monday,False
873,2022-08-29,2022,3,8,35,Monday,False
874,2022-09-05,2022,3,9,36,Monday,False
875,2022-09-12,2022,3,9,37,Monday,False
876,2022-09-19,2022,3,9,38,Monday,False
877,2022-09-26,2022,3,9,39,Monday,False
878,2022-10-03,2022,4,10,40,Monday,False
879,2022-10-10,2022,4,10,41,Monday,False
880,2022-10-17,2022,4,10,42,Monday,False
881,2022-10-24,2022,4,10,43,Monday,False
882,2022-10-31,2022,4,10,44,Monday,False
883,2022-11-07,2022,4,11,45,Monday,False
884,2022-11-14,2022,4,11,46,Monday,False
885,2022-11-21,2022,4,11,47,Monday,False
886,2022-11-28,2022,4,11,48,Monday,False
887,2022-12-05,2022,4,12,49,Monday,False
888,2022-12-12,2022,4,12,50,Monday,False
889,2022-12-19,2022,4,12,51,Monday,False
890,2022-12-26,2022,4,12,52,Monday,False
891,2023-01-02,2023,1,1,1,Monday,False
892,2023-01-09,2023,1,1,2,Monday,False
893,2023-01-16,2023,1,1,3,Monday,False
894,2023-01-23,2023,1,1,4,Monday,False
895,2023-01-30,2023,1,1,5,Monday,False
896,2023-02-06,2023,1,2,6,Monday,False
897,2023-02-13,2023,1,2,7,Monday,False
898,2023-02-20,2023,1,2,8,Monday,False
899,2023-02-27,2023,1,2,9,Monday,False
900,2023-03-06,2023,1,3,10,Monday,False
901,2023-03-13,2023,1,3,11,Monday,False
902,2023-03-20,2023,1,3,12,Monday,False
903,2023-03-27,2023,1,3,13,Monday,False
904,2023-04-03,2023,2,4,14,Monday,False
905,2023-04-10,2023,2,4,15,Monday,False
906,2023-04-17,2023,2,4,16,Monday,False
907,2023-04-24,2023,2,4,17,Monday,False
908,2023-05-01,2023,2,5,18,Monday,False
909,2023-05-08,2023,2,5,19,Monday,False
910,2023-05-15,2023,2,5,20,Monday,False
911,2023-05-22,2023,2,5,21,Monday,False
912,2023-05-29,2023,2,5,22,Monday,False
913,2023-06-05,2023,2,6,23,Monday,False
914,2023-06-12,2023,2,6,24,Monday,False
915,2023-06-19,2023,2,6,25,Monday,False
916,2023-06-26,2023,2,6,26,Monday,False
917,2023-07-03,2023,3,7,27,Monday,False
918,2023-07-10,2023,3,7,28,Monday,False
919,2023-07-17,2023,3,7,29,Monday,False
920,2023-07-24,2023,3,7,30,Monday,False
921,2023-07-31,2023,3,7,31,Monday,False
922,2023-08-07,2023,3,8,32,Monday,False
923,2023-08-14,2023,3,8,33,Monday,False
924,2023-08-21,2023,3,8,34,Monday,False
925,2023-08-28,2023,3,8,35,Monday,False
926,2023-09-04,2023,3,9,36,Monday,False
927,2023-09-11,2023,3,9,37,Monday,False
928,2023-09-18,2023,3,9,38,Monday,False
929,2023-09-25,2023,3,9,39,Monday,False
930,2023-10-02,2023,4,10,40,Monday,False
931,2023-10-09,2023,4,10,41,Monday,False
932,2023-10-16,2023,4,10,42,Monday,False
933,2023-10-23,2023,4,10,43,Monday,False
934,2023-10-30,2023,4,10,44,Monday,False
935,2023-11-06,2023,4,11,45,Monday,False
936,2023-11-13,2023,4,11,46,Monday,False
937,2023-11-20,2023,4,11,47,Monday,False
938,2023-11-27,2023,4,11,48,Monday,False
939,2023-12-04,2023,4,12,49,Monday,False
940,2023-12-11,2023,4,12,50,Monday,False
941,2023-12-18,2023,4,12,51,Monday,False
942,2023-12-25,2023,4,12,52,Monday,False
943,2024-01-01,2024,1,1,1,Monday,False
944,2024-01-08,2024,1,1,2,Monday,False
945,2024-01-15,2024,1,1,3,Monday,False
946,2024-01-22,2024,1,1,4,Monday,False
947,2024-01-29,2024,1,1,5,Monday,False
948,2024-02-05,2024,1,2,6,Monday,False
949,2024-02-12,2024,1,2,7,Monday,False
950,2024-02-19,2024,1,2,8,Monday,False
951,2024-02-26,2024,1,2,9,Monday,False
952,2024-03-04,2024,1,3,10,Monday,False
953,2024-03-11,2024,1,3,11,Monday,False
954,2024-03-18,2024,1,3,12,Monday,False
955,2024-03-25,2024,1,3,13,Monday,False
956,2024-04-01,2024,2,4,14,Monday,False
957,2024-04-08,2024,2,4,15,Monday,False
958,2024-04-15,2024,2,4,16,Monday,False
959,2024-04-22,2024,2,4,17,Monday,False
960,2024-04-29,2024,2,4,18,Monday,False
961,2024-05-06,2024,2,5,19,Monday,False
962,2024-05-13,2024,2,5,20,Monday,False
963,2024-05-20,2024,2,5,21,Monday,False
964,2024-05-27,2024,2,5,22,Monday,False
965,2024-06-03,2024,2,6,23,Monday,False
966,2024-06-10,2024,2,6,24,Monday,False
967,2024-06-17,2024,2,6,25,Monday,False
968,2024-06-24,2024,2,6,26,Monday,False
969,2024-07-01,2024,3,7,27,Monday,False
970,2024-07-08,2024,3,7,28,Monday,False
971,2024-07-15,2024,3,7,29,Monday,False
972,2024-07-22,2024,3,7,30,Monday,False
973,2024-07-29,2024,3,7,31,Monday,False
974,2024-08-05,2024,3,8,32,Monday,False
975,2024-08-12,2024,3,8,33,Monday,False
976,2024-08-19,2024,3,8,34,Monday,False
977,2024-08-26,2024,3,8,35,Monday,False
978,2024-09-02,2024,3,9,36,Monday,False
979,2024-09-09,2024,3,9,37,Monday,False
980,2024-09-16,2024,3,9,38,Monday,False
981,2024-09-23,2024,3,9,39,Monday,False
982,2024-09-30,2024,3,9,40,Monday,False
983,2024-10-07,2024,4,10,41,Monday,False
984,2024-10-14,2024,4,10,42,Monday,False
985,2024-10-21,2024,4,10,43,Monday,False
986,2024-10-28,2024,4,10,44,Monday,False
987,2024-11-04,2024,4,11,45,Monday,False
988,2024-11-11,2024,4,11,46,Monday,False
989,2024-11-18,2024,4,11,47,Monday,False
990,2024-11-25,2024,4,11,48,Monday,False
991,2024-12-02,2024,4,12,49,Monday,False
992,2024-12-09,2024,4,12,50,Monday,False
993,2024-12-16,2024,4,12,51,Monday,False
994,2024-12-23,2024,4,12,52,Monday,False
995,2024-12-30,2024,4,12,1,Monday,False
996,2025-01-06,2025,1,1,2,Monday,False
997,2025-01-13,2025,1,1,3,Monday,False
998,2025-01-20,2025,1,1,4,Monday,False
999,2025-01-27,2025,1,1,5,Monday,False
1000,2025-02-03,2025,1,2,6,Monday,False
1001,2025-02-10,2025,1,2,7,Monday,False
1002,2025-02-17,2025,1,2,8,Monday,False
1003,2025-02-24,2025,1,2,9,Monday,False
1004,2025-03-03,2025,1,3,10,Monday,False
1005,2025-03-10,2025,1,3,11,Monday,False
1006,2025-03-17,2025,1,3,12,Monday,False
1007,2025-03-24,2025,1,3,13,Monday,False
1008,2025-03-31,2025,1,3,14,Monday,False
1009,2025-04-07,2025,2,4,15,Monday,False
1010,2025-04-14,2025,2,4,16,Monday,False
1011,2025-04-21,2025,2,4,17,Monday,False
1012,2025-04-28,2025,2,4,18,Monday,False
1013,2025-05-05,2025,2,5,19,Monday,False
1014,2025-05-12,2025,2,5,20,Monday,False
1015,2025-05-19,2025,2,5,21,Monday,False
1016,2025-05-26,2025,2,5,22,Monday,False
1017,2025-06-02,2025,2,6,23,Monday,False
1018,2025-06-09,2025,2,6,24,Monday,False
1019,2025-06-16,2025,2,6,25,Monday,False
1020,2025-06-23,2025,2,6,26,Monday,False
1021,2025-06-30,2025,2,6,27,Monday,False
1022,2025-07-07,2025,3,7,28,Monday,False
1023,2025-07-14,2025,3,7,29,Monday,False
1024,2025-07-21,2025,3,7,30,Monday,False
1025,2025-07-28,2025,3,7,31,Monday,False
1026,2025-08-04,2025,3,8,32,Monday,False
1027,2025-08-11,2025,3,8,33,Monday,False
1028,2025-08-18,2025,3,8,34,Monday,False
1029,2025-08-25,2025,3,8,35,Monday,False
1030,2025-09-01,2025,3,9,36,Monday,False
1031,2025-09-08,2025,3,9,37,Monday,False
1032,2025-09-15,2025,3,9,38,Monday,False
1033,2025-09-22,2025,3,9,39,Monday,False
1034,2025-09-29,2025,3,9,40,Monday,False
1035,2025-10-06,2025,4,10,41,Monday,False
1036,2025-10-13,2025,4,10,42,Monday,False
1037,2025-10-20,2025,4,10,43,Monday,False
1038,2025-10-27,2025,4,10,44,Monday,False
1039,2025-11-03,2025,4,11,45,Monday,False
1040,2025-11-10,2025,4,11,46,Monday,False
1041,2025-11-17,2025,4,11,47,Monday,False
1042,2025-11-24,2025,4,11,48,Monday,False
1043,2025-12-01,2025,4,12,49,Monday,False
1044,2025-12-08,2025,4,12,50,Monday,False
1045,2025-12-15,2025,4,12,51,Monday,False
1046,2025-12-22,2025,4,12,52,Monday,False
1047,2025-12-29,2025,4,12,1,Monday,False
